unnamed: 0,incident id,incident date,state,city,address,dead,injured,crimetype,participant gender,participant name,participant age group,year,month,day,weekday,loss
9721,,2020-10-21,Tennessee,Memphis,4768 Stacey Dr,,,Teens,male,,Teen 12-17,2020,10,21,2,
9722,,2020-10-21,California,Fresno,1400 block of W Sussex Way,,,Teens,male,,Teen 12-17,2020,10,21,2,
9723,,2020-10-21,Texas,Corsicana,Bunert Park Road,,,Teens,male,,Teen 12-17,2020,10,21,2,
9724,,2020-10-21,Texas,Corsicana,Bunert Park Road,,,Teens,,,Teen 12-17,2020,10,21,2,
9725,,2020-10-21,North Carolina,Durham,1200 block of Wabash St,,,Teens,male,,Teen 12-17,2020,10,21,2,
9726,,2020-10-21,Florida,Jacksonville,7000 block of Wheat Rd,,,Teens,,,Teen 12-17,2020,10,21,2,
9727,,2020-10-21,Ohio,Columbus,879 Greenfield Dr,,,Teens,male,,Teen 12-17,2020,10,21,2,
9728,,2020-10-21,Virginia,Arlington,900 block of S Frederick St,,,Teens,male,,Teen 12-17,2020,10,21,2,
9729,,2020-10-20,New York,Buffalo,Timon St and Dodge St,,,Teens,male,,Teen 12-17,2020,10,20,1,
9730,,2020-10-20,New York,Brooklyn,397 E 49th St,,,Teens,male,,Teen 12-17,2020,10,20,1,
9731,,2020-10-20,New York,Brooklyn,397 E 49th St,,,Teens,male,,Teen 12-17,2020,10,20,1,
9732,,2020-10-20,Texas,Houston,2117 Chenevert St,,,Teens,male,Sir John Mitchell,Teen 12-17,2020,10,20,1,
9733,,2020-10-20,Illinois,Chicago,3200 block of W Lake St,,,Teens,male,,Teen 12-17,2020,10,20,1,
9734,,2020-10-20,Wisconsin,Milwaukee,N 14th St and W Locust St,,,Teens,male,,Teen 12-17,2020,10,20,1,
9735,,2020-10-20,Pennsylvania,Philadelphia,6500 block of Vandike St,,,Teens,male,,Teen 12-17,2020,10,20,1,
9736,,2020-10-20,Pennsylvania,Philadelphia,2800 block of N Bonsall St,,,Teens,male,,Teen 12-17,2020,10,20,1,
9737,,2020-10-20,Texas,Houston,2626 Holly Hall St,,,Teens,male,,Teen 12-17,2020,10,20,1,
9738,,2020-10-20,Arkansas,Fayetteville,800 block of Piedmont Pl,,,Teens,male,,Teen 12-17,2020,10,20,1,
9739,,2020-10-19,Wisconsin,Milwaukee,W Mill Rd and N 94th St,,,Teens,female,,Teen 12-17,2020,10,19,0,
9740,,2020-10-19,District of Columbia,Washington,3900 block of Minnesota Ave NE,,,Teens,male,,Teen 12-17,2020,10,19,0,
9741,,2020-10-19,Pennsylvania,Altoona,1023 3rd Ave,,,Teens,male,,Teen 12-17,2020,10,19,0,
9742,,2020-10-19,Ohio,Mansfield,136 Sturges Ave,,,Teens,male,,Teen 12-17,2020,10,19,0,
9743,,2020-10-19,New York,Albany,Hamilton St and Ontario St,,,Teens,female,,Teen 12-17,2020,10,19,0,
9744,,2020-10-18,Alabama,Auburn,500 block of Shelton Mill Rd,,,Teens,male,,Teen 12-17,2020,10,18,6,
9745,,2020-10-18,Alabama,Auburn,500 block of Shelton Mill Rd,,,Teens,male,,Teen 12-17,2020,10,18,6,
9746,,2020-10-18,Kentucky,Louisville,3510 Goldsmith Ln,,,Teens,,,Teen 12-17,2020,10,18,6,
9747,,2020-10-18,Kentucky,Louisville,3510 Goldsmith Ln,,,Teens,,,Teen 12-17,2020,10,18,6,
9748,,2020-10-18,Kentucky,Louisville,3510 Goldsmith Ln,,,Teens,,,Teen 12-17,2020,10,18,6,
9749,,2020-10-18,Missouri,Saint Louis,Hamilton Ave and Cates Ave,,,Teens,male,,Teen 12-17,2020,10,18,6,
9750,,2020-10-18,Wisconsin,Milwaukee,N 58th St and W Sheridan Ave,,,Teens,female,,Teen 12-17,2020,10,18,6,
9751,,2020-10-18,North Carolina,Kinston,400 Block of N Adkin St,,,Teens,,,Teen 12-17,2020,10,18,6,
9752,,2020-10-18,Maryland,Annapolis,100 block of Clay St,,,Teens,female,,Teen 12-17,2020,10,18,6,
9753,,2020-10-18,Maryland,Annapolis,100 block of Clay St,,,Teens,female,,Teen 12-17,2020,10,18,6,
9754,,2020-10-18,Washington,Mill Creek,4326 148th St SE,,,Teens,male,,Teen 12-17,2020,10,18,6,
9755,,2020-10-18,Pennsylvania,Philadelphia,1900 block of E Somerset St,,,Teens,female,,Teen 12-17,2020,10,18,6,
9756,,2020-10-18,Ohio,Lima,500 W Elm St,,,Teens,female,,Teen 12-17,2020,10,18,6,
9757,,2020-10-17,New York,Lockport,43 S Niagara St,,,Teens,male,,Teen 12-17,2020,10,17,5,
9758,,2020-10-17,New York,Lockport,43 S Niagara St,,,Teens,male,,Teen 12-17,2020,10,17,5,
9759,,2020-10-17,New York,Lockport,43 S Niagara St,,,Teens,female,,Teen 12-17,2020,10,17,5,
9760,,2020-10-17,Virginia,Falls Church (Baileys Crossroads),6000 block of Vista Dr,,,Teens,male,,Teen 12-17,2020,10,17,5,
9761,,2020-10-17,California,Oakland,2400 block of Courtland Ave,,,Teens,male,,Teen 12-17,2020,10,17,5,
9762,,2020-10-17,North Carolina,Wilmington,100 block of S 11th St,,,Teens,male,,Teen 12-17,2020,10,17,5,
9763,,2020-10-17,California,San Bernardino,Baseline St and Sierra Way,,,Teens,male,,Teen 12-17,2020,10,17,5,
9764,,2020-10-17,Michigan,Lansing,100 block of Vincent Ct,,,Teens,male,,Teen 12-17,2020,10,17,5,
9765,,2020-10-17,North Carolina,Lumberton,3725 Fayetteville Rd,,,Teens,,,Teen 12-17,2020,10,17,5,
9766,,2020-10-17,North Carolina,Lumberton,3725 Fayetteville Rd,,,Teens,male,,Teen 12-17,2020,10,17,5,
9767,,2020-10-17,Illinois,Chicago,7500 block of S Dorchester Ave,,,Teens,female,,Teen 12-17,2020,10,17,5,
9768,,2020-10-17,Illinois,Chicago,2200 block of W Diversey Ave,,,Teens,male,,Teen 12-17,2020,10,17,5,
9769,,2020-10-17,Mississippi,Holly Springs,S Chesterman St and Coopwood Dr,,,Teens,male,,Teen 12-17,2020,10,17,5,
9770,,2020-10-16,Illinois,Chicago,3600 block of W Douglas Blvd,,,Teens,male,,Teen 12-17,2020,10,16,4,
9771,,2020-10-16,Connecticut,New Haven,Ellsworth Ave and Moreland Rd,,,Teens,male,,Teen 12-17,2020,10,16,4,
9772,,2020-10-16,Arizona,Mesa,2115 Guadalupe Rd,,,Teens,male,Edgar Duran,Teen 12-17,2020,10,16,4,
9773,,2020-10-15,Kentucky,Louisville,300 block of Meadow Wood Ct,,,Teens,,,Teen 12-17,2020,10,15,3,
9774,,2020-10-15,Iowa,Oskaloosa,1900 block of 17th Ave E,,,Teens,,,Teen 12-17,2020,10,15,3,
9775,,2020-10-15,Nebraska,Omaha,N 36th Ave and Spaulding St,,,Teens,male,,Teen 12-17,2020,10,15,3,
9776,,2020-10-15,Missouri,Saint Louis,4100 block of San Francisco Ave,,,Teens,male,,Teen 12-17,2020,10,15,3,
9777,,2020-10-15,Louisiana,New Orleans,I-10,,,Teens,male,,Teen 12-17,2020,10,15,3,
9778,,2020-10-15,Louisiana,New Orleans,4600 block of Viola St,,,Teens,male,,Teen 12-17,2020,10,15,3,
9779,,2020-10-15,Oklahoma,Norman,Dalton Deleon,,,Teens,male,,Teen 12-17,2020,10,15,3,
9780,,2020-10-14,Georgia,Pooler,100 block of Berwick Lakes Blvd,,,Teens,male,Jabari Bryant,Teen 12-17,2020,10,14,2,
9781,,2020-10-14,Kentucky,Vicco,601 Montgomery Creek Rd,,,Teens,male,,Teen 12-17,2020,10,14,2,
9782,,2020-10-14,Kansas,Wichita,2500 block of W 18th St,,,Teens,female,,Teen 12-17,2020,10,14,2,
9783,,2020-10-14,Illinois,Crest Hill,1800 block of Arbor Ln,,,Teens,male,,Teen 12-17,2020,10,14,2,
9784,,2020-10-14,Texas,Converse,Bluelake Ridge Dr,,,Teens,male,,Teen 12-17,2020,10,14,2,
9785,,2020-10-14,Florida,Miami,NE 1st Ave and NE 59th Terr,,,Teens,male,,Teen 12-17,2020,10,14,2,
9786,,2020-10-14,South Carolina,Goose Creek,103 Central Ave,,,Teens,,,Teen 12-17,2020,10,14,2,
9787,,2020-10-14,South Carolina,Goose Creek,103 Central Ave,,,Teens,,,Teen 12-17,2020,10,14,2,
9788,,2020-10-14,Illinois,Chicago,5000 block of W Washington Blvd,,,Teens,male,,Teen 12-17,2020,10,14,2,
9789,,2020-10-14,Illinois,Chicago,1300 block of S Fairfield Ave,,,Teens,male,,Teen 12-17,2020,10,14,2,
9790,,2020-10-13,Iowa,Des Moines,1700 block of 16th St,,,Teens,male,,Teen 12-17,2020,10,13,1,
9791,,2020-10-13,Iowa,Des Moines,1700 block of 16th St,,,Teens,male,,Teen 12-17,2020,10,13,1,
9792,,2020-10-13,Iowa,Des Moines,1700 block of 16th St,,,Teens,male,,Teen 12-17,2020,10,13,1,
9793,,2020-10-13,Nebraska,Omaha,N 47th St and Kansas Ave,,,Teens,male,,Teen 12-17,2020,10,13,1,
9794,,2020-10-13,Texas,Houston,14606 Alrover St,,,Teens,male,,Teen 12-17,2020,10,13,1,
9795,,2020-10-13,Texas,Houston,14606 Alrover St,,,Teens,female,,Teen 12-17,2020,10,13,1,
9796,,2020-10-13,Pennsylvania,Philadelphia,3200 block of McMichael St,,,Teens,male,,Teen 12-17,2020,10,13,1,
9797,,2020-10-13,Ohio,Youngstown,400 block of Kist Pl,,,Teens,female,,Teen 12-17,2020,10,13,1,
9798,,2020-10-13,Illinois,Chicago,942 N Lawndale Ave,,,Teens,female,,Teen 12-17,2020,10,13,1,
9799,,2020-10-13,Georgia,Stone Mountain,490 S Stone Mountain Lithonia Rd,,,Teens,male,,Teen 12-17,2020,10,13,1,
9800,,2020-10-13,Georgia,Stone Mountain,490 S Stone Mountain Lithonia Rd,,,Teens,male,,Teen 12-17,2020,10,13,1,
9801,,2020-10-13,Georgia,Augusta,1900 block of Haynie Dr,,,Teens,,,Teen 12-17,2020,10,13,1,
9802,,2020-10-13,Louisiana,New Orleans,7500 block of Elmdale Rd,,,Teens,female,,Teen 12-17,2020,10,13,1,
9803,,2020-10-13,California,Oakland,4700 block of Fairfax Ave,,,Teens,male,,Teen 12-17,2020,10,13,1,
9804,,2020-10-13,Pennsylvania,Philadelphia,800 block of N 48th St,,,Teens,male,,Teen 12-17,2020,10,13,1,
9805,,2020-10-12,Indiana,Richmond,202 Pearl St,,,Teens,male,,Teen 12-17,2020,10,12,0,
9806,,2020-10-12,New York,Rochester,Bartlett St and Jefferson Ave,,,Teens,male,,Teen 12-17,2020,10,12,0,
9807,,2020-10-12,Maryland,Temple Hills (Hillcrest Heights),Kenton Pl and 24th Ave,,,Teens,,,Teen 12-17,2020,10,12,0,
9808,,2020-10-12,Minnesota,Minneapolis,700 block of Van White Memorial Blvd,,,Teens,male,,Teen 12-17,2020,10,12,0,
9809,,2020-10-12,Illinois,Chicago,8700 block of S South Chicago Ave,,,Teens,male,,Teen 12-17,2020,10,12,0,
9810,,2020-10-11,Pennsylvania,New Castle,835 Moravia St,,,Teens,male,,Teen 12-17,2020,10,11,6,
9811,,2020-10-11,Illinois,Chicago,6600 block of S Saint Lawrence St,,,Teens,male,,Teen 12-17,2020,10,11,6,
9812,,2020-10-11,Idaho,Nampa,200 block of High St,,,Teens,male,,Teen 12-17,2020,10,11,6,
9813,,2020-10-11,Florida,Melbourne,S Harbor City Blvd and E Strawbridge Ave,,,Teens,female,,Teen 12-17,2020,10,11,6,
9814,,2020-10-11,Florida,Kissimmee,8000 block of Corcovado Dr,,,Teens,female,,Teen 12-17,2020,10,11,6,
9815,,2020-10-11,Illinois,Chicago,300 block of W 107th St,,,Teens,male,,Teen 12-17,2020,10,11,6,
9816,,2020-10-11,Illinois,Chicago,700 block of S Independence Blvd,,,Teens,male,,Teen 12-17,2020,10,11,6,
9817,,2020-10-11,Pennsylvania,Ambridge,592 Beaver Rd,,,Teens,male,Michael Tucker,Teen 12-17,2020,10,11,6,
9818,,2020-10-11,Louisiana,Shreveport,4100 block of Wallace Ave,,,Teens,male,,Teen 12-17,2020,10,11,6,
9819,,2020-10-11,Louisiana,Shreveport,4100 block of Wallace Ave,,,Teens,male,,Teen 12-17,2020,10,11,6,
9820,,2020-10-11,California,Oroville,5300 block of Margo Lane,,,Teens,,,Teen 12-17,2020,10,11,6,
9821,,2020-10-11,Mississippi,Jackson,Meadow Oaks Park Dr,,,Teens,female,,Teen 12-17,2020,10,11,6,
9822,,2020-10-10,Illinois,Chicago,100 block of S Keeler Ave,,,Teens,female,,Teen 12-17,2020,10,10,5,
9823,,2020-10-10,Ohio,Columbus,E Livingston Ave and Kenwick Rd,,,Teens,female,,Teen 12-17,2020,10,10,5,
9824,,2020-10-10,Colorado,Aurora,,,,Teens,male,,Teen 12-17,2020,10,10,5,
9825,,2020-10-10,Kansas,Wichita,1200 block of S Bluffview Dr,,,Teens,male,,Teen 12-17,2020,10,10,5,
9826,,2020-10-10,South Carolina,Aiken,1000 Block of Wyman St,,,Teens,male,,Teen 12-17,2020,10,10,5,
9827,,2020-10-10,Missouri,Saint Louis (Jennings),8800 block of Shannon Fox Cir,,,Teens,female,,Teen 12-17,2020,10,10,5,
9828,,2020-10-10,Mississippi,Vicksburg,Manship St,,,Teens,male,,Teen 12-17,2020,10,10,5,
9829,,2020-10-10,Maryland,Baltimore,5900 block of Bowleys Ln,,,Teens,male,,Teen 12-17,2020,10,10,5,
9830,,2020-10-10,Florida,Orlando,315 Ferguson Dr,,,Teens,female,,Teen 12-17,2020,10,10,5,
9831,,2020-10-10,Florida,Orlando,315 Ferguson Dr,,,Teens,male,,Teen 12-17,2020,10,10,5,
9832,,2020-10-10,California,Fresno,Belmont Ave and Glenn Ave,,,Teens,male,,Teen 12-17,2020,10,10,5,
9833,,2020-10-10,California,Stockton,Golden Gate Ave and Marsh St,,,Teens,male,,Teen 12-17,2020,10,10,5,
9834,,2020-10-09,North Carolina,Raleigh,3500 Block of Maitland Dr,,,Teens,male,,Teen 12-17,2020,10,9,4,
9835,,2020-10-09,Missouri,Saint Louis,Wabada Ave and Union Blvd,,,Teens,male,,Teen 12-17,2020,10,9,4,
9836,,2020-10-09,Oklahoma,Oklahoma City (Midwest City),,,,Teens,,,Teen 12-17,2020,10,9,4,
9837,,2020-10-09,Pennsylvania,Pittsburgh,100 block of Rhine Pl,,,Teens,male,,Teen 12-17,2020,10,9,4,
9838,,2020-10-09,Illinois,Chicago,3100 block of W Polk St,,,Teens,male,,Teen 12-17,2020,10,9,4,
9839,,2020-10-09,Georgia,Savannah,,,,Teens,female,,Teen 12-17,2020,10,9,4,
9840,,2020-10-09,Georgia,Savannah,,,,Teens,female,,Teen 12-17,2020,10,9,4,
9841,,2020-10-09,California,Fresno,Fresno St and Thomas Ave,,,Teens,male,,Teen 12-17,2020,10,9,4,
9842,,2020-10-08,Illinois,Joliet,Western Ave and N Hickory St,,,Teens,male,,Teen 12-17,2020,10,8,3,
9843,,2020-10-08,Illinois,Chicago,4600 block of S Winchester Ave,,,Teens,male,,Teen 12-17,2020,10,8,3,
9844,,2020-10-08,Tennessee,Chattanooga,2600 block of N Orchard Knob Ave,,,Teens,male,,Teen 12-17,2020,10,8,3,
9845,,2020-10-08,Tennessee,Chattanooga,2600 block of N Orchard Knob Ave,,,Teens,male,,Teen 12-17,2020,10,8,3,
9846,,2020-10-08,Virginia,Norfolk,400 block of Campostella Rd,,,Teens,male,,Teen 12-17,2020,10,8,3,
9847,,2020-10-08,Virginia,Norfolk,400 block of Campostella Rd,,,Teens,male,,Teen 12-17,2020,10,8,3,
9848,,2020-10-08,Missouri,Saint Louis,Riverview Blvd and W Florissant Ave,,,Teens,male,,Teen 12-17,2020,10,8,3,
9849,,2020-10-08,Georgia,Columbus,Urban Ave,,,Teens,,,Teen 12-17,2020,10,8,3,
9850,,2020-10-08,Georgia,Columbus,Urban Ave,,,Teens,,,Teen 12-17,2020,10,8,3,
9851,,2020-10-08,New York,Parma,Huffer Rd and North Ave,,,Teens,male,,Teen 12-17,2020,10,8,3,
9852,,2020-10-07,Virginia,Chesapeake,1800 block of Hearthside Ct,,,Teens,male,,Teen 12-17,2020,10,7,2,
9853,,2020-10-07,Virginia,Norfolk,7600 block of Bondale Ave,,,Teens,male,,Teen 12-17,2020,10,7,2,
9854,,2020-10-07,Texas,Houston,10110 Forum Park Dr,,,Teens,male,,Teen 12-17,2020,10,7,2,
9855,,2020-10-07,Kentucky,Louisville,22nd St and Oak St,,,Teens,male,,Teen 12-17,2020,10,7,2,
9856,,2020-10-07,Missouri,Saint Louis,4200 block of Kossuth Ave,,,Teens,male,,Teen 12-17,2020,10,7,2,
9857,,2020-10-06,New York,Corona (Queens),101-46 Nicolls Ave,,,Teens,male,,Teen 12-17,2020,10,6,1,
9858,,2020-10-06,New York,Brooklyn,Seaview Ave and E 99th St,,,Teens,male,,Teen 12-17,2020,10,6,1,
9859,,2020-10-06,Illinois,Chicago,5500 block of W School St,,,Teens,male,,Teen 12-17,2020,10,6,1,
9860,,2020-10-06,California,Sacramento,8100 block of Gandy Dancer Way,,,Teens,male,,Teen 12-17,2020,10,6,1,
9861,,2020-10-06,Pennsylvania,Philadelphia,1200 block of N Alden St,,,Teens,male,,Teen 12-17,2020,10,6,1,
9862,,2020-10-06,Colorado,Aurora,15300 block of E Arizona Ave,,,Teens,male,,Teen 12-17,2020,10,6,1,
9863,,2020-10-06,District of Columbia,Washington,1800 block of 3rd St NE,,,Teens,male,,Teen 12-17,2020,10,6,1,
9864,,2020-10-06,District of Columbia,Washington,1800 block of 3rd St NE,,,Teens,,,Teen 12-17,2020,10,6,1,
9865,,2020-10-06,Mississippi,Jackson,Glencross Dr,,,Teens,male,,Teen 12-17,2020,10,6,1,
9866,,2020-10-06,Louisiana,Hammond,800 Mooney Ave,,,Teens,male,,Teen 12-17,2020,10,6,1,
9867,,2020-10-06,Alabama,Troy,600 block of N Knox St,,,Teens,,,Teen 12-17,2020,10,6,1,
9868,,2020-10-06,Minnesota,Saint Paul,1000 block of York Ave,,,Teens,male,,Teen 12-17,2020,10,6,1,
9869,,2020-10-05,Texas,Channelview,15740 East Fwy,,,Teens,female,,Teen 12-17,2020,10,5,0,
9870,,2020-10-05,Virginia,Roanoke,300 block of 9th St SW,,,Teens,female,,Teen 12-17,2020,10,5,0,
9871,,2020-10-05,Virginia,Richmond,4100 block of Charles City Rd,,,Teens,male,,Teen 12-17,2020,10,5,0,
9872,,2020-10-05,Washington,Seattle (Tukwila),14462 34th Ave S,,,Teens,male,,Teen 12-17,2020,10,5,0,
9873,,2020-10-05,Missouri,Saint Louis,Wells Ave and Burd Ave,,,Teens,male,,Teen 12-17,2020,10,5,0,
9874,,2020-10-05,Missouri,Saint Louis,Page Blvd and Hodiamont Ave,,,Teens,male,,Teen 12-17,2020,10,5,0,
9875,,2020-10-05,Missouri,Saint Louis,6100 block of Idaho Ave,,,Teens,male,,Teen 12-17,2020,10,5,0,
9876,,2020-10-05,Mississippi,Moss Point,4200 block of Hilma St,,,Teens,male,,Teen 12-17,2020,10,5,0,
9877,,2020-10-04,Texas,Houston,8617 Martin Luther King Blvd,,,Teens,male,,Teen 12-17,2020,10,4,6,
9878,,2020-10-04,Texas,Houston,6750 Hillcroft Ave,,,Teens,male,,Teen 12-17,2020,10,4,6,
9879,,2020-10-04,North Carolina,Greensboro,5601 N Church St,,,Teens,male,,Teen 12-17,2020,10,4,6,
9880,,2020-10-04,Colorado,Commerce City,16800 block of E 110th Ave,,,Teens,,,Teen 12-17,2020,10,4,6,
9881,,2020-10-04,Mississippi,Biloxi,820 Howard Ave,,,Teens,,,Teen 12-17,2020,10,4,6,
9882,,2020-10-04,Georgia,Atlanta,1570 Joseph E Boone Blvd NW,,,Teens,female,Curtincia Jones,Teen 12-17,2020,10,4,6,
9883,,2020-10-04,Maine,North Washington,,,,Teens,male,,Teen 12-17,2020,10,4,6,
9884,,2020-10-04,District of Columbia,Washington,2600 block of Wade Rd SE,,,Teens,,,Teen 12-17,2020,10,4,6,
9885,,2020-10-04,Illinois,Chicago,,,,Teens,male,,Teen 12-17,2020,10,4,6,
9886,,2020-10-04,New York,Rochester,N Clinton Ave and Kohlman St,,,Teens,male,,Teen 12-17,2020,10,4,6,
9887,,2020-10-04,California,Stockton,2400 block of Nemaha Way,,,Teens,male,,Teen 12-17,2020,10,4,6,
9888,,2020-10-04,Louisiana,Gretna (Terrytown),400 block of W Butterfly Cir,,,Teens,male,,Teen 12-17,2020,10,4,6,
9889,,2020-10-03,Tennessee,Nashville,700 block of Lewis St,,,Teens,male,,Teen 12-17,2020,10,3,5,
9890,,2020-10-03,Illinois,Springfield,1200 block of W Monroe St,,,Teens,female,,Teen 12-17,2020,10,3,5,
9891,,2020-10-03,Connecticut,Waterbury,208 Willow St,,,Teens,female,,Teen 12-17,2020,10,3,5,
9892,,2020-10-03,Colorado,Denver,12200 block of E 52nd Ave,,,Teens,male,,Teen 12-17,2020,10,3,5,
9893,,2020-10-03,Colorado,Denver,12200 block of E 52nd Ave,,,Teens,male,,Teen 12-17,2020,10,3,5,
9894,,2020-10-03,Illinois,Chicago,7000 block of S California Ave,,,Teens,male,,Teen 12-17,2020,10,3,5,
9895,,2020-10-03,Illinois,Chicago,7000 block of S California Ave,,,Teens,male,,Teen 12-17,2020,10,3,5,
9896,,2020-10-03,Pennsylvania,Philadelphia,500 block of W York St,,,Teens,male,,Teen 12-17,2020,10,3,5,
9897,,2020-10-03,Kentucky,Louisville,1700 block of William E. Summers III Ave,,,Teens,male,,Teen 12-17,2020,10,3,5,
9898,,2020-10-02,Colorado,Denver,9100 E Florida Ave,,,Teens,,,Teen 12-17,2020,10,2,4,
9899,,2020-10-02,Ohio,Columbus,4000 block of E Livingston Ave,,,Teens,male,,Teen 12-17,2020,10,2,4,
9900,,2020-10-02,Virginia,Newport News,1300 block of 23rd St,,,Teens,male,,Teen 12-17,2020,10,2,4,
9901,,2020-10-02,Texas,Houston,3000 block of Roe Dr,,,Teens,male,,Teen 12-17,2020,10,2,4,
9902,,2020-10-02,South Carolina,Ladson,Kindlewood Dr,,,Teens,female,,Teen 12-17,2020,10,2,4,
9903,,2020-10-02,Missouri,Sikeston,1220 N Ingram Rd,,,Teens,male,,Teen 12-17,2020,10,2,4,
9904,,2020-10-02,Ohio,Cleveland,W 25th St and Division Ave,,,Teens,male,,Teen 12-17,2020,10,2,4,
9905,,2020-10-02,California,Berkeley,2300 block of 8th St,,,Teens,male,,Teen 12-17,2020,10,2,4,
9906,,2020-10-02,Illinois,Calumet City,500 block of Douglas Ave,,,Teens,male,,Teen 12-17,2020,10,2,4,
9907,,2020-10-02,Illinois,Chicago,6600 block of S Oakley Ave,,,Teens,female,,Teen 12-17,2020,10,2,4,
9908,,2020-10-02,Washington,Seattle,9700 block of 59th Ave S,,,Teens,female,,Teen 12-17,2020,10,2,4,
9909,,2020-10-01,Texas,Fort Worth,3254 Las Vegas Trl,,,Teens,male,,Teen 12-17,2020,10,1,3,
9910,,2020-09-30,Missouri,Saint Louis (University City),7500 block of Carleton Ave,,,Teens,male,,Teen 12-17,2020,9,30,2,
9911,,2020-09-30,Missouri,Saint Louis (University City),7500 block of Carleton Ave,,,Teens,male,,Teen 12-17,2020,9,30,2,
9912,,2020-09-30,Kentucky,Lexington,441 Redding Rd,,,Teens,female,,Teen 12-17,2020,9,30,2,
9913,,2020-09-30,Connecticut,Hartford,600 block of Albany Ave,,,Teens,,,Teen 12-17,2020,9,30,2,
9914,,2020-09-30,Connecticut,Hartford,600 block of Albany Ave,,,Teens,,,Teen 12-17,2020,9,30,2,
9915,,2020-09-30,Maryland,Hyattsville,3200 block of Toledo Pl,,,Teens,male,,Teen 12-17,2020,9,30,2,
9916,,2020-09-30,Maryland,Baltimore,1700 block of Ramsey St,,,Teens,male,,Teen 12-17,2020,9,30,2,
9917,,2020-09-29,South Carolina,Georgetown,Sabine Dr,,,Teens,male,,Teen 12-17,2020,9,29,1,
9918,,2020-09-29,Georgia,Augusta,Basswood Dr,,,Teens,,,Teen 12-17,2020,9,29,1,
9919,,2020-09-29,California,Desert Hot Springs,12800 W Arroyo Dr,,,Teens,,,Teen 12-17,2020,9,29,1,
9920,,2020-09-29,Connecticut,Hartford,116 Bedford St,,,Teens,female,,Teen 12-17,2020,9,29,1,
9921,,2020-09-29,Nevada,Las Vegas,Neches Ave and Cochiti Lake St,,,Teens,,,Teen 12-17,2020,9,29,1,
9922,,2020-09-29,Nevada,Las Vegas,Neches Ave and Cochiti Lake St,,,Teens,,,Teen 12-17,2020,9,29,1,
9923,,2020-09-29,South Carolina,Georgetown,Carnell Loop,,,Teens,male,,Teen 12-17,2020,9,29,1,
9924,,2020-09-29,Louisiana,New Orleans,2000 block of Magic St,,,Teens,male,,Teen 12-17,2020,9,29,1,
9925,,2020-09-29,California,San Jose,McLaughlin Ave and Story Rd,,,Teens,male,,Teen 12-17,2020,9,29,1,
9926,,2020-09-28,Utah,Ogden,22nd St and Monroe Blvd,,,Teens,male,,Teen 12-17,2020,9,28,0,
9927,,2020-09-28,Mississippi,Batesville,Fisher St,,,Teens,male,,Teen 12-17,2020,9,28,0,
9928,,2020-09-28,California,Modesto,5800 block of S Carpenter Rd,,,Teens,,,Teen 12-17,2020,9,28,0,
9929,,2020-09-28,California,Modesto,5800 block of S Carpenter Rd,,,Teens,,,Teen 12-17,2020,9,28,0,
9930,,2020-09-28,Louisiana,Monroe,5400 block of Long Dr,,,Teens,,,Teen 12-17,2020,9,28,0,
9931,,2020-09-28,Arizona,Peoria,W Monroe St and N 87th Ave,,,Teens,male,,Teen 12-17,2020,9,28,0,
9932,,2020-09-28,Florida,Orlando,2300 block of Lake Weston Dr,,,Teens,male,,Teen 12-17,2020,9,28,0,
9933,,2020-09-28,Florida,Orlando,2300 block of Lake Weston Dr,,,Teens,male,,Teen 12-17,2020,9,28,0,
9934,,2020-09-27,Pennsylvania,Lancaster,1400 block of Old Lampeter Rd,,,Teens,male,,Teen 12-17,2020,9,27,6,
9935,,2020-09-27,Arkansas,Little Rock,,,,Teens,male,,Teen 12-17,2020,9,27,6,
9936,,2020-09-27,Mississippi,Gulfport,8400 block of US 49,,,Teens,,,Teen 12-17,2020,9,27,6,
9937,,2020-09-27,Mississippi,Gulfport,8400 block of US 49,,,Teens,,,Teen 12-17,2020,9,27,6,
9938,,2020-09-27,Nebraska,Omaha,Ernst St and N 50th St,,,Teens,male,Orentheian Everett,Teen 12-17,2020,9,27,6,
9939,,2020-09-27,Illinois,Chicago,24 E 123rd St,,,Teens,male,,Teen 12-17,2020,9,27,6,
9940,,2020-09-27,Illinois,Chicago,24 E 123rd St,,,Teens,male,,Teen 12-17,2020,9,27,6,
9941,,2020-09-27,South Carolina,Rock Hill,600 Block of S Wilson St,,,Teens,,,Teen 12-17,2020,9,27,6,
9942,,2020-09-27,Ohio,Dayton,2900 block of Wexford Pl,,,Teens,male,,Teen 12-17,2020,9,27,6,
9943,,2020-09-27,Tennessee,Memphis,3120 S 3rd St,,,Teens,male,,Teen 12-17,2020,9,27,6,
9944,,2020-09-27,North Carolina,Asheboro,700 block of Tucker St,,,Teens,,,Teen 12-17,2020,9,27,6,
9945,,2020-09-27,North Carolina,Asheboro,700 block of Tucker St,,,Teens,,,Teen 12-17,2020,9,27,6,
9946,,2020-09-27,Illinois,Chicago,1300 block of W 64th St,,,Teens,male,,Teen 12-17,2020,9,27,6,
9947,,2020-09-27,Illinois,Chicago,7000 block of S Kingston Ave,,,Teens,male,,Teen 12-17,2020,9,27,6,
9948,,2020-09-27,Oregon,Beaverton (Aloha),17851 SW Kinnaman Rd,,,Teens,,,Teen 12-17,2020,9,27,6,
